custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
8CH5BK,1,12/25/13,12/25/13,12/25/13,15,60,0,35.02,0,1,0,0,Thursday,MAA
6L8URL,1,12/22/13,12/26/13,1/15/14,17,94.11764706,17.64705882,114.2,0.2,1,0,0,Friday,BOM
4PERA8,1,12/26/13,12/29/13,12/29/13,17,29.41176471,0,138.67,0,1,0,0,Tuesday,MAA
NMJL9M,1,12/29/13,1/9/14,1/9/14,12,100,25,84.78,0,1,1,1,Friday,MAA
EZ75Y3,1,12/26/13,12/26/13,1/9/14,18,50,27.77777778,69.91,0.214285714,1,1,1,Friday,MAA
QSY38X,0,12/26/13,12/26/13,12/26/13,7,85.71428571,0,55.5,0,1,0,0,Friday,DEL
2ULDJ8,1,12/26/13,12/26/13,12/26/13,16,0,0,160.22,0,1,0,0,Friday,BOM
EVT38N,1,12/26/13,12/27/13,1/2/14,14,42.85714286,7.142857143,53.13,0.333333333,1,0,0,Tuesday,DEL
ZASEQ5,1,12/26/13,12/26/13,12/26/13,17,52.94117647,11.76470588,29.02,0,1,0,0,Monday,MAA
CZY8YJ,1,12/26/13,12/27/13,1/12/14,19,84.21052632,31.57894737,48.63,0.125,1,0,1,Monday,MAA
DSER65,1,12/26/13,12/26/13,12/26/13,15,80,6.666666667,56.91,0,1,0,0,Monday,DEL
LB7CUQ,1,12/26/13,12/26/13,12/26/13,18,0,0,40.02,0,1,0,0,Tuesday,MAA
EQTCV3,1,10/22/13,12/14/13,12/14/13,14,28.57142857,0,40.02,0,1,1,0,Friday,BOM
BBJFFT,1,12/26/13,12/26/13,12/26/13,16,43.75,12.5,64.68,0,1,1,1,Friday,MAA
3VXQ38,1,12/26/13,12/26/13,12/26/13,14,92.85714286,21.42857143,35,0,1,0,0,Saturday,MAA
ZXA29M,1,12/26/13,12/26/13,12/26/13,16,25,6.25,50.57,0,1,0,0,Friday,MAA
7HDSZZ,1,12/26/13,1/8/14,1/8/14,13,38.46153846,15.38461538,59.94,0,1,0,0,Friday,MAA
UKMB46,1,10/27/13,12/26/13,1/6/14,17,41.17647059,17.64705882,38,0.181818182,1,0,0,Tuesday,MAA
PYRF34,1,12/26/13,12/26/13,12/26/13,17,58.82352941,23.52941176,40,0,1,1,0,Monday,MAA
N3K65T,1,12/26/13,1/1/14,1/15/14,12,100,58.33333333,49.81,0.142857143,1,0,0,Friday,MAA
E5PPD3,1,12/26/13,12/26/13,12/26/13,14,64.28571429,14.28571429,29,0,1,0,0,Friday,MAA
RXDV4S,1,12/26/13,12/27/13,1/10/14,17,70.58823529,11.76470588,154.97,0.142857143,1,0,0,Monday,BOM
36VHP4,1,11/14/13,12/26/13,1/19/14,27,59.25925926,37.03703704,124.18,0.166666667,1,0,1,Tuesday,DEL
VYM6RU,1,12/8/13,12/28/13,1/19/14,20,40,15,114.04,0.227272727,1,0,1,Monday,MAA
NUZDTW,1,12/6/13,12/26/13,12/26/13,15,53.33333333,0,40.2,0,1,0,0,Friday,BOM
8LG28L,1,12/26/13,1/1/14,1/1/14,20,20,5,40,0,1,0,0,Thursday,BLR
PDCSR6,1,12/27/13,12/27/13,12/27/13,18,22.22222222,11.11111111,40,0,1,0,1,Tuesday,BLR
DF6GXM,1,12/27/13,12/27/13,1/19/14,19,52.63157895,15.78947368,58.03,0.173913043,1,1,0,Monday,DEL
3MWKLH,1,12/27/13,12/27/13,12/27/13,15,26.66666667,6.666666667,40.25,0,1,0,0,Monday,BOM
7RHJ3E,1,12/5/13,12/27/13,12/27/13,10,30,10,53.3,0,1,0,0,Monday,DEL
F4E4WB,1,12/27/13,12/27/13,12/27/13,16,0,0,29.02,0,1,0,0,Monday,MAA
NWB7VH,1,12/27/13,12/27/13,12/27/13,15,46.66666667,13.33333333,35.02,0,1,0,0,Monday,DEL
NSXR9M,1,12/27/13,12/27/13,12/27/13,16,25,6.25,31.02,0,1,0,0,Tuesday,DEL
JK8CRA,1,12/27/13,12/27/13,1/16/14,22,13.63636364,9.090909091,42.77,0.2,1,1,0,Saturday,MAA
ZXE7EM,1,12/25/13,12/30/13,12/30/13,17,41.17647059,17.64705882,60.3,0,1,0,0,Tuesday,BOM
9CVUVW,1,12/27/13,12/27/13,12/27/13,18,50,50,75.67,0,1,0,0,Tuesday,BOM
VVXWFL,1,12/27/13,12/27/13,12/27/13,15,46.66666667,0,35,0,1,0,0,Monday,MAA
YBGG2G,1,12/19/13,1/7/14,1/7/14,9,66.66666667,11.11111111,102.45,0,1,0,0,Thursday,BOM
YB9PT9,1,11/14/13,12/27/13,12/27/13,16,0,0,40.02,0,1,0,0,Friday,BOM
USDLEV,1,12/27/13,12/27/13,1/16/14,19,31.57894737,21.05263158,73.49,0.1,1,0,0,Friday,MAA
HN7CRY,0,12/27/13,12/27/13,12/27/13,5,100,40,40.02,0,1,0,0,Friday,BOM
5ZZ7B3,1,12/27/13,12/27/13,12/27/13,16,37.5,0,40.02,0,1,1,0,Monday,DEL
MEE849,0,12/27/13,12/27/13,12/27/13,6,83.33333333,0,29,0,1,0,0,Monday,MAA
V7V24Z,1,12/27/13,12/27/13,12/27/13,14,57.14285714,21.42857143,31,0,1,0,0,Friday,MAA
2RMMGD,1,12/27/13,12/27/13,12/27/13,14,85.71428571,14.28571429,59.85,0,1,0,1,Monday,MAA
JDHGEJ,1,12/27/13,1/10/14,1/19/14,12,50,41.66666667,54.52,0.222222222,1,1,0,Tuesday,DEL
58GVNQ,1,12/27/13,12/27/13,12/27/13,15,46.66666667,26.66666667,35.02,0,1,0,0,Tuesday,DEL
K449PJ,1,12/27/13,12/27/13,12/27/13,15,40,13.33333333,31,0,1,0,0,Monday,MAA
B439XX,1,12/27/13,12/27/13,12/27/13,16,6.25,6.25,29,0,1,0,0,Monday,MAA
G2YS68,1,12/23/13,1/13/14,1/13/14,11,72.72727273,9.090909091,67.27,0,1,0,0,Tuesday,BOM
HPG4FM,1,12/27/13,12/27/13,1/4/14,15,40,13.33333333,77.96,0.25,1,0,0,Monday,DEL
6QQU82,1,12/27/13,12/27/13,12/27/13,16,75,12.5,40.02,0,1,1,1,Monday,MAA
C24AGB,1,12/27/13,1/6/14,1/6/14,13,46.15384615,0,46.69,0,1,1,0,Tuesday,BOM
3UAE9E,0,12/27/13,12/27/13,12/30/13,12,100,50,32,0.666666667,1,0,0,Monday,MAA
V9Z246,1,12/27/13,12/27/13,12/27/13,12,100,8.333333333,35.02,0,1,0,0,Thursday,DEL
KGWGET,1,12/27/13,12/27/13,12/27/13,14,50,7.142857143,31.02,0,1,0,0,Tuesday,DEL
L8REAY,1,12/27/13,12/27/13,12/27/13,19,26.31578947,15.78947368,48.95,0,1,1,1,Tuesday,MAA
733MNU,1,12/27/13,12/27/13,12/27/13,19,57.89473684,36.84210526,29.02,0,1,0,0,Monday,BOM
JG8DYV,1,12/27/13,12/27/13,12/27/13,16,18.75,12.5,29.02,0,1,0,0,Monday,DEL
LMBXU3,1,12/1/13,12/27/13,12/27/13,16,18.75,12.5,50.99,0,1,0,0,Monday,DEL
QCXDZD,1,12/27/13,12/28/13,12/28/13,13,15.38461538,7.692307692,55.99,0,1,1,0,Friday,BLR
LS5B3W,1,12/27/13,12/27/13,1/17/14,16,100,37.5,77.92,0.095238095,1,0,0,Tuesday,DEL
W27CZA,1,12/23/13,12/30/13,12/30/13,16,25,6.25,40.02,0,1,0,0,Tuesday,BOM
7Z938F,1,12/27/13,12/27/13,12/27/13,16,6.25,0,40.02,0,1,0,1,Monday,MAA
779WNJ,1,12/27/13,12/27/13,12/27/13,9,66.66666667,55.55555556,40.02,0,1,0,0,Monday,BOM
CQNUGW,1,12/26/13,12/27/13,12/27/13,16,0,0,52.65,0,1,0,0,Monday,BOM
GXPRXX,1,12/27/13,12/27/13,12/27/13,14,85.71428571,35.71428571,36.07,0,1,0,0,Friday,DEL
6PAUPY,1,12/27/13,12/27/13,12/27/13,14,100,28.57142857,40.02,0,1,0,0,Friday,DEL
ABGB3R,1,12/26/13,1/12/14,1/12/14,15,33.33333333,0,59.7,0,1,0,0,Tuesday,MAA
9AGZGM,1,12/27/13,12/27/13,12/30/13,14,85.71428571,35.71428571,43.28,0.666666667,1,0,0,Monday,BOM
3LJ6Z2,1,12/13/13,12/27/13,12/27/13,13,15.38461538,15.38461538,40.02,0,1,1,0,Friday,BOM
WMH93U,1,1/4/14,1/4/14,1/4/14,14,14.28571429,7.142857143,51.18,0,1,0,0,Monday,BOM
33YEAF,1,12/28/13,1/2/14,1/2/14,12,33.33333333,8.333333333,50.9,0,1,0,0,Friday,BOM
79APM5,1,9/24/13,9/27/13,9/27/13,7,0,0,50.39,0,1,0,0,Tuesday,DEL
5S4AS2,1,12/28/13,12/28/13,1/15/14,19,10.52631579,10.52631579,33.71,0.277777778,1,1,0,Thursday,MAA
23WTGL,1,12/28/13,12/28/13,12/28/13,17,11.76470588,5.882352941,60.86,0,1,0,0,Monday,MAA
EKYFBB,1,12/28/13,12/28/13,1/4/14,13,69.23076923,15.38461538,40.26,0.285714286,1,0,0,Friday,MAA
WV4PZ6,1,12/28/13,12/28/13,12/28/13,16,18.75,6.25,35,0,1,0,0,Monday,MAA
BFXVVV,1,12/28/13,12/28/13,12/28/13,13,100,0,31,0,1,0,0,Monday,MAA
LK82CD,1,12/28/13,12/28/13,12/28/13,18,66.66666667,50,35,0,1,0,0,Monday,MAA
64KQEN,1,12/28/13,12/28/13,12/28/13,15,40,13.33333333,55.34,0,1,0,0,Thursday,MAA
KSS7A5,1,12/28/13,12/28/13,12/28/13,16,75,6.25,41.28,0,1,0,0,Monday,MAA
PF9BPE,1,12/28/13,12/28/13,12/28/13,16,6.25,6.25,31,0,1,0,0,Monday,MAA
C4DXEQ,1,12/28/13,12/28/13,12/28/13,16,37.5,6.25,29,0,1,0,0,Monday,MAA
KHUNXG,1,12/28/13,12/28/13,12/28/13,16,18.75,6.25,31,0,1,0,0,Monday,MAA
C6UJXE,1,12/28/13,12/28/13,12/28/13,13,46.15384615,7.692307692,35,0,1,0,0,Friday,MAA
GKCANC,1,12/28/13,12/28/13,12/28/13,9,88.88888889,22.22222222,29,0,1,0,0,Friday,MAA
H7GFMZ,1,12/28/13,12/28/13,12/28/13,7,85.71428571,28.57142857,35,0,1,0,0,Monday,MAA
SD6NCB,1,12/28/13,12/28/13,12/28/13,16,43.75,12.5,51.45,0,1,0,0,Monday,DEL
TRHG9V,1,12/28/13,12/28/13,12/28/13,13,84.61538462,23.07692308,205.25,0,1,1,0,Friday,BOM
U6T23B,1,12/28/13,12/28/13,1/19/14,16,68.75,0,34.84,0.090909091,1,0,0,Monday,DEL
WND2ZA,1,12/28/13,12/28/13,12/28/13,11,54.54545455,18.18181818,29.02,0,1,0,0,Monday,DEL
ZB9AEU,1,12/26/13,12/28/13,1/15/14,16,100,31.25,132.76,0.166666667,1,0,0,Friday,BOM
YXC5H5,1,12/28/13,12/28/13,12/28/13,12,83.33333333,16.66666667,35,0,1,0,0,Wednesday,MAA
VQYVER,1,12/28/13,12/28/13,12/28/13,13,61.53846154,46.15384615,35.02,0,1,0,0,Thursday,MAA
Q743KL,1,12/28/13,12/28/13,12/28/13,16,0,0,31,0,1,0,0,Tuesday,MAA
PBLYBX,1,12/28/13,12/28/13,12/28/13,11,27.27272727,18.18181818,35.02,0,1,0,0,Monday,DEL
ACXQD7,1,12/28/13,12/28/13,12/28/13,16,12.5,12.5,35,0,1,0,0,Monday,MAA
2G8LDJ,1,12/28/13,12/28/13,12/28/13,15,100,53.33333333,35.02,0,1,0,0,Monday,DEL
F29LTW,1,12/28/13,12/28/13,1/5/14,16,93.75,31.25,59.1,0.25,1,0,0,Monday,MAA
3JKPBM,1,12/28/13,12/28/13,12/28/13,11,63.63636364,36.36363636,35,0,1,0,0,Friday,MAA
5AVU9G,1,12/28/13,12/28/13,12/28/13,13,7.692307692,0,29.02,0,1,0,0,Saturday,MAA
X2DGT7,1,12/28/13,12/28/13,12/28/13,12,83.33333333,41.66666667,35,0,1,0,0,Thursday,MAA
PSMBUY,1,12/28/13,12/28/13,12/28/13,15,20,0,31.02,0,1,0,0,Monday,MAA
YZ3UMA,1,12/28/13,12/28/13,12/28/13,16,31.25,0,35,0,1,0,0,Monday,MAA
3K72SC,1,12/28/13,12/28/13,1/19/14,19,68.42105263,21.05263158,70.07,0.136363636,1,0,0,Monday,MAA
5XAQDC,1,12/28/13,12/28/13,12/28/13,13,23.07692308,7.692307692,35.02,0,1,0,0,Saturday,MAA
SXNRUE,1,12/28/13,12/28/13,12/28/13,14,85.71428571,0,31,0,1,0,0,Monday,MAA
4456NR,1,12/28/13,12/28/13,12/28/13,14,92.85714286,50,35.02,0,1,0,0,Saturday,MAA
6NCSJN,1,12/28/13,12/28/13,12/28/13,13,7.692307692,0,35.02,0,1,0,0,Saturday,MAA
27FZKN,1,12/28/13,12/28/13,12/28/13,15,66.66666667,6.666666667,47.15,0,1,0,1,Monday,MAA
8VSDUG,1,12/28/13,12/28/13,12/28/13,13,30.76923077,15.38461538,29,0,1,0,0,Saturday,BLR
RWBBNP,1,12/28/13,12/28/13,1/14/14,19,68.42105263,15.78947368,49.38,0.176470588,1,1,0,Wednesday,MAA
Y73A8A,1,12/25/13,12/28/13,12/28/13,12,41.66666667,8.333333333,13.41,0,1,0,0,Saturday,BLR
PJ2VAD,1,12/28/13,12/28/13,1/7/14,16,25,12.5,273.4,0.2,1,0,0,Monday,BOM
44NJQL,1,12/28/13,12/28/13,12/28/13,15,53.33333333,6.666666667,12.27,0,1,0,0,Monday,MAA
DG8R8C,1,12/29/13,12/29/13,12/29/13,13,46.15384615,23.07692308,40.02,0,1,1,0,Thursday,BOM
X6VCPB,1,12/29/13,12/29/13,12/29/13,17,23.52941176,0,48.93,0,1,1,1,Monday,MAA
VCFB58,1,12/29/13,12/29/13,12/29/13,15,60,46.66666667,53.75,0,1,1,0,Monday,DEL
6V8JH8,1,12/29/13,12/29/13,12/29/13,12,100,8.333333333,53.07,0,1,0,0,Tuesday,BOM
F99FKG,1,12/29/13,12/31/13,12/31/13,15,26.66666667,6.666666667,153.68,0,1,0,0,Thursday,BOM
4MA4B2,1,12/29/13,12/29/13,12/29/13,7,14.28571429,0,42.17,0,1,0,1,Monday,BOM
HTP6FD,1,12/29/13,12/29/13,12/29/13,13,15.38461538,0,40.02,0,1,0,0,Thursday,DEL
YHAX9N,1,12/26/13,12/29/13,12/29/13,17,23.52941176,5.882352941,40.02,0,1,1,1,Monday,DEL
8V7E56,1,12/29/13,12/29/13,12/29/13,14,35.71428571,0,189.36,0,1,0,0,Tuesday,BOM
4FNYGV,1,12/29/13,12/29/13,12/29/13,16,37.5,12.5,70.5,0,1,0,1,Monday,MAA
QY7FLJ,1,12/29/13,12/29/13,12/29/13,12,75,8.333333333,111.12,0,1,0,0,Tuesday,BOM
KSTTXP,1,12/28/13,12/29/13,12/29/13,10,70,30,57.59,0,1,0,0,Wednesday,MAA
VJYD27,1,12/29/13,12/29/13,12/29/13,13,69.23076923,15.38461538,40,0,1,0,1,Thursday,BLR
JNDHJV,1,12/29/13,12/29/13,12/29/13,13,46.15384615,0,50.8,0,1,0,0,Monday,MAA
55PPVA,1,9/21/13,10/26/13,12/17/13,7,14.28571429,14.28571429,31.59,0.115384615,1,0,0,Friday,MAA
6SNVK4,1,12/18/13,12/30/13,1/6/14,13,92.30769231,7.692307692,67.99,0.285714286,1,0,0,Tuesday,DEL
H9A7ET,1,12/29/13,12/29/13,1/16/14,16,75,56.25,69.38,0.166666667,1,1,1,Saturday,BLR
5JPK9X,1,12/29/13,12/29/13,12/29/13,12,100,0,52.24,0,1,0,0,Tuesday,BOM
UFWW6P,1,12/29/13,12/30/13,12/30/13,11,27.27272727,0,134.11,0,1,0,0,Saturday,MAA
HA2XEW,1,12/29/13,12/29/13,12/29/13,14,0,0,39.36,0,1,0,0,Tuesday,MAA
67GXNW,1,12/14/13,12/29/13,12/29/13,14,7.142857143,0,51.12,0,1,0,0,Monday,BOM
E2HQKA,1,12/20/13,1/5/14,1/12/14,12,66.66666667,25,164.42,0.285714286,1,1,0,Monday,BLR
8VFRPW,1,12/16/13,12/29/13,1/19/14,19,10.52631579,10.52631579,81.87,0.142857143,1,0,1,Monday,MAA
R6W2F5,1,12/29/13,12/29/13,1/14/14,15,13.33333333,6.666666667,54.77,0.1875,1,0,0,Thursday,BOM
HMHRZQ,1,11/7/13,12/29/13,12/29/13,11,27.27272727,9.090909091,51.37,0,1,0,0,Saturday,MAA
VN9995,1,11/29/13,12/29/13,12/29/13,16,12.5,0,40,0,1,0,0,Monday,MAA
CSZS5T,1,12/6/13,1/4/14,1/20/14,12,83.33333333,8.333333333,60.73,0.125,1,0,0,Monday,BOM
UHH88L,1,12/29/13,12/29/13,12/29/13,9,55.55555556,22.22222222,40.02,0,1,1,0,Friday,BOM
8P4P7C,1,12/29/13,12/29/13,12/29/13,8,37.5,25,40,0,0,0,0,Monday,MAA
G28CPA,1,12/29/13,12/29/13,1/6/14,13,84.61538462,15.38461538,50.82,0.25,1,1,0,Tuesday,BOM
CPYFB3,1,10/17/13,10/17/13,11/28/13,7,0,0,70.69,0.095238095,1,0,0,Saturday,MAA
SHDE7A,1,12/15/13,12/30/13,12/30/13,15,26.66666667,6.666666667,50.78,0,1,0,0,Tuesday,DEL
XR39ZA,1,12/30/13,12/30/13,1/17/14,16,31.25,6.25,50.44,0.166666667,1,1,1,Friday,MAA
QW52S2,1,12/30/13,12/30/13,12/30/13,14,50,0,40.02,0,1,0,0,Friday,BOM
99R5UH,1,12/30/13,12/30/13,12/30/13,11,36.36363636,9.090909091,45.25,0,1,0,0,Tuesday,MAA
PA8SY2,1,12/30/13,12/30/13,12/30/13,13,0,0,40.02,0,1,0,0,Saturday,MAA
K4VH79,1,12/30/13,12/30/13,12/30/13,11,45.45454545,18.18181818,40,0,1,0,1,Friday,MAA
MHA8ZF,1,12/30/13,12/30/13,12/30/13,11,0,0,177.32,0,1,0,0,Friday,MAA
9ZYDU7,1,12/30/13,12/31/13,12/31/13,15,6.666666667,6.666666667,70.24,0,1,0,1,Thursday,BLR
4M47H8,1,11/1/13,12/30/13,12/30/13,10,50,30,40.25,0,1,0,0,Thursday,DEL
8Z77NL,1,12/30/13,12/30/13,1/9/14,16,93.75,43.75,23.47,0.3,1,1,1,Monday,MAA
XBVYCP,1,10/11/13,1/0/00,1/0/00,9,44.44444444,33.33333333,43.54,0.129032258,1,1,0,Tuesday,BOM
65P8VZ,1,11/12/13,12/30/13,12/30/13,15,20,6.666666667,68.21,0,1,0,0,Thursday,BOM
MFWS7D,1,12/30/13,12/31/13,1/5/14,18,77.77777778,27.77777778,35.21,0.4,1,0,0,Thursday,MAA
2EL3TM,1,12/30/13,12/30/13,12/30/13,11,18.18181818,0,40,0,1,0,0,Friday,MAA
3FFUGC,1,12/30/13,12/30/13,1/15/14,12,75,33.33333333,85.79,0.1875,1,0,0,Tuesday,BOM
CLYKRS,1,11/29/13,12/30/13,12/30/13,11,27.27272727,18.18181818,40.02,0,1,0,0,Friday,BOM
VS87LH,1,12/30/13,12/30/13,12/30/13,10,40,0,35.02,0,1,0,0,Friday,DEL
XKSCYA,1,12/30/13,12/30/13,1/13/14,17,76.47058824,52.94117647,44.17,0.214285714,1,1,0,Tuesday,MAA
UG8N4B,1,12/30/13,12/30/13,12/30/13,11,81.81818182,27.27272727,31,0,1,0,0,Friday,MAA
9SHYG8,1,12/30/13,12/30/13,1/13/14,21,52.38095238,28.57142857,24.62,0.285714286,1,1,1,Tuesday,MAA
AYPHGC,1,12/30/13,12/30/13,12/30/13,12,58.33333333,0,29.02,0,1,0,0,Thursday,DEL
YALVE4,1,12/30/13,12/30/13,12/30/13,11,36.36363636,9.090909091,67.27,0,1,0,0,Saturday,BLR
KFLUGR,1,10/18/13,12/30/13,1/12/14,14,100,50,30.98,0.230769231,1,1,1,Monday,MAA
27WSPV,1,12/30/13,12/30/13,12/30/13,7,28.57142857,14.28571429,40,0,1,1,1,Saturday,MAA
DT53DW,1,12/30/13,12/30/13,12/30/13,9,100,44.44444444,29,0,1,0,0,Monday,MAA
JH8T4F,1,12/30/13,12/30/13,1/15/14,13,69.23076923,0,38,0.125,1,1,1,Thursday,MAA
TTTV4U,1,12/30/13,12/30/13,12/30/13,13,7.692307692,0,35.02,0,1,0,0,Thursday,DEL
8RQQNF,1,12/30/13,12/30/13,12/30/13,12,41.66666667,25,40.02,0,1,0,0,Monday,BOM
CJBBAK,1,12/27/13,12/30/13,12/30/13,15,26.66666667,6.666666667,40.02,0,1,0,1,Tuesday,MAA
U9RHNZ,1,12/30/13,12/30/13,12/30/13,12,75,25,94.22,0,1,0,0,Tuesday,DEL
323ZD9,1,12/30/13,12/30/13,12/30/13,7,85.71428571,0,31.02,0,1,0,0,Thursday,DEL
3DLC7Q,1,12/30/13,12/30/13,12/30/13,14,42.85714286,7.142857143,113.89,0,1,0,0,Tuesday,BOM
HQG8AE,1,12/30/13,12/30/13,12/30/13,13,46.15384615,0,35.02,0,1,0,0,Thursday,DEL
CT7D3W,1,12/30/13,12/30/13,1/13/14,17,76.47058824,5.882352941,40.28,0.142857143,1,0,0,Tuesday,MAA
WVAPCK,1,12/30/13,1/2/14,1/2/14,12,8.333333333,8.333333333,123.89,0,1,0,0,Friday,BLR
QY4GXH,1,12/30/13,12/30/13,1/18/14,15,33.33333333,6.666666667,62.75,0.105263158,1,0,0,Monday,BLR
9ZYZZJ,1,12/30/13,12/30/13,12/30/13,13,38.46153846,7.692307692,52.72,0,1,0,0,Tuesday,BOM
CSZAZP,1,11/5/13,12/30/13,12/30/13,14,21.42857143,0,40.02,0,1,0,0,Tuesday,DEL
GRA5K4,1,12/30/13,12/30/13,12/30/13,13,30.76923077,0,55.92,0,1,0,0,Tuesday,MAA
8KZET7,1,12/30/13,12/30/13,12/30/13,14,21.42857143,0,40.02,0,1,1,0,Tuesday,BOM
VZYXWM,1,12/30/13,12/30/13,12/30/13,15,33.33333333,26.66666667,70.56,0,1,1,0,Tuesday,DEL
HB5TX4,0,12/30/13,12/30/13,12/30/13,7,71.42857143,14.28571429,29,0,1,0,0,Friday,MAA
T2U3X4,1,12/30/13,1/2/14,1/2/14,12,41.66666667,25,35.21,0,1,0,0,Tuesday,MAA
B56QMR,1,12/30/13,1/6/14,1/13/14,12,91.66666667,16.66666667,90.55,0.285714286,1,0,0,Tuesday,BOM
BYB4PR,1,12/30/13,12/30/13,12/30/13,11,54.54545455,18.18181818,40,0,1,0,1,Friday,MAA
CGEPUU,1,12/30/13,12/30/13,12/30/13,11,18.18181818,9.090909091,40,0,1,0,1,Friday,MAA
P85ZNK,1,11/24/13,12/30/13,12/30/13,13,69.23076923,0,73.31,0,1,0,0,Tuesday,DEL
57S37V,1,12/30/13,12/30/13,12/30/13,15,60,13.33333333,187.05,0,1,0,0,Monday,BLR
SEDADS,1,12/30/13,12/30/13,1/10/14,18,77.77777778,27.77777778,74.1,0.272727273,1,0,1,Tuesday,MAA
85ZLWB,1,1/5/14,1/5/14,1/5/14,12,33.33333333,16.66666667,56.35,0,1,0,0,Wednesday,BOM
CD8GZB,1,12/31/13,12/31/13,12/31/13,14,50,42.85714286,61.77,0,1,1,0,Thursday,DEL
QJAEL8,1,12/31/13,1/2/14,1/9/14,11,81.81818182,36.36363636,80.14,0.285714286,1,0,0,Friday,BOM
Q9HNTS,1,12/31/13,1/1/14,1/1/14,14,14.28571429,0,40,0,1,1,1,Thursday,MAA
RQYTCZ,1,12/31/13,12/31/13,12/31/13,11,54.54545455,0,40.02,0,1,0,0,Friday,BOM
MRBBB8,1,12/31/13,12/31/13,12/31/13,12,100,8.333333333,40.02,0,1,1,0,Thursday,DEL
PZFQJN,1,12/31/13,12/31/13,12/31/13,12,8.333333333,8.333333333,101.28,0,1,0,1,Friday,MAA
NFCQKC,1,12/31/13,12/31/13,1/13/14,9,55.55555556,33.33333333,38.95,0.153846154,1,1,0,Friday,BOM
QJ2TPQ,1,12/31/13,12/31/13,12/31/13,10,90,0,47.98,0,1,0,0,Tuesday,DEL
THAY2K,1,12/31/13,12/31/13,12/31/13,12,16.66666667,16.66666667,35.02,0,1,0,0,Friday,DEL
UMSZ8E,1,12/31/13,12/31/13,12/31/13,12,66.66666667,33.33333333,31.02,0,1,0,0,Thursday,DEL
3MGJ9N,1,12/31/13,12/31/13,12/31/13,10,60,30,31.02,0,1,0,0,Friday,DEL
QB5VNX,1,1/2/14,1/2/14,1/2/14,14,50,28.57142857,54.09,0,1,0,0,Friday,MAA
AM59J6,1,12/31/13,12/31/13,12/31/13,11,9.090909091,0,40.02,0,1,1,0,Tuesday,BOM
L94C9V,1,12/31/13,12/31/13,12/31/13,11,45.45454545,9.090909091,35.02,0,1,0,0,Friday,DEL
CTZKC5,1,12/31/13,12/31/13,12/31/13,11,27.27272727,18.18181818,35.02,0,1,0,0,Tuesday,DEL
LDNHMG,1,12/31/13,12/31/13,12/31/13,11,27.27272727,0,40.02,0,1,0,1,Friday,MAA
5P2UWN,1,12/31/13,12/31/13,12/31/13,12,33.33333333,8.333333333,35.02,0,1,0,0,Thursday,DEL
LMMEKN,1,12/31/13,12/31/13,1/15/14,13,100,30.76923077,31.94,0.133333333,1,0,0,Thursday,BOM
WMMAZD,1,12/31/13,12/31/13,12/31/13,14,7.142857143,0,65.49,0,1,0,1,Thursday,MAA
3G48ZN,1,12/17/13,12/31/13,12/31/13,9,55.55555556,11.11111111,40.2,0,1,1,0,Tuesday,DEL
9JAF43,1,12/31/13,12/31/13,12/31/13,10,70,0,40.02,0,1,0,1,Friday,MAA
LZXRZN,1,12/10/13,1/2/14,1/15/14,12,50,16.66666667,99.98,0.153846154,1,0,0,Tuesday,BLR
XYXS84,1,12/14/13,1/2/14,1/2/14,9,66.66666667,11.11111111,40.02,0,1,0,0,Friday,BOM
PYC6SZ,1,12/31/13,12/31/13,12/31/13,11,63.63636364,9.090909091,40.02,0,1,0,0,Friday,BOM
YPGLNK,1,12/31/13,12/31/13,12/31/13,11,0,0,31,0,1,0,0,Tuesday,MAA
THP3TK,1,12/31/13,12/31/13,12/31/13,14,0,0,35.02,0,1,0,0,Tuesday,BOM
ZAMQFD,1,12/31/13,12/31/13,12/31/13,10,40,10,29,0,1,0,0,Tuesday,MAA
AWVRQ2,1,12/31/13,12/31/13,1/15/14,14,50,35.71428571,26.84,0.133333333,1,0,0,Tuesday,MAA
K5XX2L,1,12/31/13,12/31/13,12/31/13,13,7.692307692,0,65.68,0,1,0,0,Thursday,BOM
LMTKXA,1,12/31/13,12/31/13,12/31/13,9,55.55555556,55.55555556,40,0,1,1,0,Saturday,BLR
SZM2GY,1,12/23/13,12/31/13,12/31/13,12,41.66666667,8.333333333,40,0,1,0,0,Friday,MAA
RGWV35,1,12/31/13,12/31/13,12/31/13,12,41.66666667,8.333333333,45.1,0,1,1,0,Wednesday,DEL
WC89PP,1,12/31/13,12/31/13,12/31/13,10,30,10,52.58,0,0,0,0,Monday,BOM
TYMFVA,1,12/31/13,12/31/13,12/31/13,11,0,0,31,0,1,0,0,Tuesday,MAA
4CFLJU,1,12/30/13,12/31/13,12/31/13,10,80,30,40.02,0,1,1,0,Tuesday,BOM
DT956Q,1,12/31/13,12/31/13,12/31/13,10,60,0,40.02,0,1,0,1,Friday,MAA
7ABVMB,1,1/1/14,1/1/14,1/1/14,11,18.18181818,9.090909091,40.02,0,1,0,0,Friday,BOM
2JAP56,1,1/1/14,1/1/14,1/15/14,16,25,6.25,37.94,0.214285714,1,1,0,Thursday,DEL
79CTEJ,1,1/1/14,1/1/14,1/1/14,15,46.66666667,13.33333333,50.17,0,1,0,0,Friday,DEL
